levelId,nbSentries,nbTrees,totalEnergy,heightGap,maxJump,codeST
2684,2,22,39,0,31,99539704
2685,6,21,50,0,42,46182659
2686,4,23,46,0,38,97640824
2687,5,25,51,0,43,26669858
2688,4,22,45,0,37,54448654
2689,5,12,38,0,30,59489086
2690,3,26,46,0,38,04523469
2691,3,21,41,0,33,76548695
2692,5,23,49,0,41,60717930
2693,4,29,52,0,44,89145440
2694,4,25,48,0,40,12863394
2695,5,29,55,0,47,14806285
2696,3,25,45,0,37,08591874
2697,8,22,57,0,49,02851874
2698,3,27,47,0,39,97656780
2699,7,20,52,0,44,64881842
2700,2,23,40,0,32,76698866
2701,6,23,52,0,44,27989750
2702,4,24,47,0,39,24078359
2703,5,25,51,0,43,32884877
2704,5,29,55,0,47,56928261
2705,4,27,50,0,42,63979562
2706,6,17,46,1,34,98504697
2707,1,23,37,0,29,69975017
2708,6,19,48,0,40,94822545
2709,2,18,35,0,27,48828488
2710,4,13,36,0,28,65469628
2711,5,12,38,0,30,83905541
2712,3,22,42,0,34,47736762
2713,7,13,45,0,37,75575499
2714,7,27,59,0,51,95866371
2715,3,19,39,1,27,89686596
2716,5,27,53,0,45,38755745
2717,4,21,44,0,36,73104489
2718,5,23,49,1,37,96136627
2719,4,16,39,1,27,64662954
2720,7,22,54,1,42,75586891
2721,3,16,36,0,28,53886936
2722,5,15,41,0,33,95325645
2723,4,14,37,0,29,36586626
2724,4,20,43,0,35,78468753
2725,5,20,46,0,38,73697834
2726,3,21,41,0,33,51848846
2727,7,21,53,0,45,47861648
2728,3,26,46,0,38,96556367
2729,4,17,40,0,32,51812345
2730,5,14,40,0,32,65507295
2731,4,27,50,0,42,88865967
2732,6,21,50,0,42,67404195
2733,5,23,49,0,41,66996468
2734,1,28,42,0,34,75649870
2735,6,19,48,0,40,46001085
2736,4,30,53,0,45,79198085
2737,5,17,43,0,35,01399778
2738,4,13,36,0,28,91002531
2739,5,19,45,0,37,23786671
2740,3,17,37,0,29,18041307
2741,7,24,56,1,44,75863474
2742,4,25,48,0,40,48177061
2743,5,19,45,0,37,68947566
2744,5,15,41,1,29,74674664
2745,4,27,50,0,42,21448518
2746,7,13,45,0,37,39362191
2747,3,27,47,0,39,91963996
2748,4,18,41,1,29,87891778
2749,3,21,41,1,29,11849697
2750,4,23,46,0,38,71136414
2751,5,20,46,0,38,48606387
2752,5,14,40,0,32,89768142
2753,6,26,55,0,47,72793989
2754,6,23,52,0,44,75826684
2755,1,26,40,0,32,56846893
2756,5,17,43,0,35,76500886
2757,4,26,49,0,41,27309496
2758,5,20,46,0,38,95734695
2759,4,13,36,1,24,92934479
2760,6,20,49,1,37,91869992
2761,3,22,42,0,34,31084188
2762,5,21,47,0,39,69506795
2763,4,26,49,1,37,86600938
2764,4,14,37,1,25,12177656
2765,5,19,45,0,37,01682648
2766,1,22,36,0,28,77473554
2767,6,25,54,0,46,67447441
2768,2,15,32,0,24,58919061
2769,6,16,45,1,33,91590185
2770,5,21,47,0,39,75953280
2771,4,21,44,0,36,18794507
2772,7,16,48,0,40,55389465
2773,3,16,36,1,24,79422618
2774,3,23,43,1,31,46941815
2775,7,14,46,1,34,93989427
2776,4,17,40,0,32,64298598
2777,5,28,54,0,46,77699379
2778,4,23,46,0,38,89859804
2779,5,14,40,1,28,55153477
2780,4,22,45,1,33,75749525
2781,5,18,44,0,36,79543760
2782,3,30,50,1,38,94346173
2783,7,27,59,0,51,74855447
2784,7,19,51,0,43,01551564
2785,3,20,40,0,32,14942642
2786,5,28,54,0,46,84289755
2787,4,28,51,1,39,26115429
2788,5,26,52,0,44,49885415
2789,4,20,43,0,35,49267918
2790,1,12,26,0,18,07420649
2791,6,30,59,1,47,16286141
2792,4,15,38,0,30,24389259
2793,5,15,41,2,25,71715411
2794,5,24,50,0,42,71336456
2795,4,22,45,0,37,56537185
2796,6,30,59,0,51,74176320
2797,3,28,48,1,36,42266491
2798,6,28,57,1,45,45067049
2799,2,14,31,0,23,94969664
2800,5,14,40,0,32,23021677
2801,4,24,47,0,39,49909928
2802,6,23,52,1,40,47354976
2803,2,10,27,0,19,45199701
2804,2,24,41,1,29,74048426
2805,6,26,55,0,47,44667933
2806,4,20,43,1,31,74916675
2807,5,18,44,1,32,98529689
2808,4,14,37,0,29,40654010
2809,5,31,57,0,49,63925661
2810,8,22,57,0,49,85504676
2811,3,30,50,0,42,99676774
2812,5,20,46,0,38,40511446
2813,4,18,41,0,33,95375562
2814,4,16,39,0,31,09553608
2815,5,23,49,0,41,94446210
2816,3,26,46,0,38,11569556
2817,5,24,50,0,42,75669679
2818,3,23,43,0,35,57860956
2819,7,14,46,0,38,67859882
2820,4,13,36,0,28,77573428
2821,5,24,50,1,38,73817259
2822,3,17,37,0,29,38776865
2823,8,24,59,0,51,98195988
2824,2,19,36,0,28,76270408
2825,3,23,43,0,35,46271004
2826,5,13,39,0,31,85890204
2827,4,15,38,1,26,15644570
2828,5,11,37,0,29,76754599
2829,4,18,41,0,33,54991875
2830,2,20,37,0,29,04964958
2831,6,22,51,0,43,97684627
2832,4,24,47,0,39,18133746
2833,5,21,47,0,39,84619951
2834,5,17,43,0,35,56844878
2835,4,30,53,0,45,73869691
2836,6,19,48,0,40,57262554
2837,2,26,43,0,35,17007595
2838,6,20,49,0,41,68395656
2839,1,17,31,0,23,88029841
2840,5,24,50,0,42,45539679
2841,4,12,35,0,27,65631798
2842,8,20,55,0,47,75615197
2843,3,26,46,0,38,06444546
2844,3,20,40,0,32,74181844
2845,3,24,44,0,36,85357751
2846,4,25,48,0,40,54585170
2847,5,15,41,0,33,80259374
2848,4,13,36,0,28,26968270
2849,5,21,47,0,39,27648433
2850,6,17,46,0,38,65664406
2851,2,32,49,0,41,47779834
2852,5,25,51,0,43,11705953
2853,4,30,53,0,45,36297448
2854,4,24,47,0,39,65940290
2855,5,15,41,0,33,80870094
2856,2,28,45,0,37,46769139
2857,6,24,53,0,45,94449149
2858,1,30,44,1,32,51980454
2859,6,22,51,0,43,84927104
2860,4,22,45,0,37,96767275
2861,5,23,49,0,41,30520948
2862,2,21,38,1,26,24874796
2863,6,23,52,0,44,90876727
2864,6,14,43,0,35,95670516
2865,2,16,33,0,25,49592597
2866,5,19,45,0,37,62793568
2867,4,17,40,0,32,82228850
2868,5,17,43,0,35,84777954
2869,4,25,48,1,36,85134125
2870,3,24,44,0,36,54716054
2871,8,23,58,1,46,47386728
2872,4,25,48,0,40,66966224
2873,5,21,47,0,39,01279884
2874,5,21,47,0,39,97926077
2875,4,22,45,0,37,96148893
2876,5,16,42,0,34,55665194
2877,3,18,38,0,30,89538746
2878,7,25,57,0,49,86580819
2879,3,23,43,0,35,62765519
2880,5,22,48,0,40,92284349
2881,3,17,37,0,29,05380582
2882,5,19,45,1,33,83280436
2883,4,27,50,0,42,19058954
2884,4,16,39,0,31,82995648
2885,5,32,58,0,50,42909443
2886,3,24,44,0,36,45658344
2887,8,24,59,0,51,92898704
2888,3,13,33,0,25,37145496
2889,7,27,59,0,51,02556590
2890,5,15,41,0,33,48049673
2891,4,22,45,0,37,89352294
2892,6,21,50,0,42,83587838
2893,2,26,43,1,31,66982216
2894,2,17,34,1,22,09105391
2895,6,20,49,0,41,68476185
2896,4,15,38,0,30,95129829
2897,5,12,38,1,26,58465479
2898,4,17,40,0,32,96648961
2899,5,18,44,1,32,47647747
2900,4,19,42,1,30,58637457
2901,5,17,43,0,35,78774695
2902,3,27,47,0,39,58855477
2903,7,12,44,0,36,53992872
2904,7,14,46,0,38,95969408
2905,3,19,39,0,31,86447864
2906,5,14,40,0,32,44809288
2907,4,12,35,1,23,88899858
2908,5,11,37,0,29,71684776
2909,4,13,36,1,24,88486155
2910,5,12,38,0,30,70258390
2911,6,20,49,0,41,97365238
2912,4,22,45,0,37,22916537
2913,5,31,57,0,49,36287728
2914,5,25,51,0,43,37258799
2915,4,29,52,0,44,84165562
2916,6,25,54,1,42,56997574
2917,1,23,37,0,29,98914646
2918,6,26,55,0,47,71444447
2919,2,20,37,0,29,48796477
2920,5,25,51,0,43,59088956
2921,4,18,41,0,33,19963828
2922,6,20,49,0,41,46971409
2923,3,22,42,0,34,87182556
2924,1,30,44,0,36,45789535
2925,6,11,40,0,32,97750415
2926,4,21,44,0,36,43450874
2927,5,14,40,0,32,25778764
2928,4,21,44,0,36,98275999
2929,5,25,51,0,43,08856780
2930,7,22,54,0,46,30785339
2931,3,16,36,0,28,57711228
2932,5,24,50,0,42,12374877
2933,4,22,45,0,37,54587596
2934,4,26,49,0,41,84716746
2935,5,18,44,0,36,12866652
2936,3,11,31,0,23,67583845
2937,7,23,55,0,47,94896666
2938,3,17,37,0,29,98317640
2939,6,23,52,1,40,41844374
2940,4,25,48,0,40,79249955
2941,5,30,56,0,48,08687358
2942,3,18,38,0,30,73784752
2943,6,26,55,1,43,20891641
2944,6,22,51,0,43,24727289
2945,1,26,40,0,32,25664298
2946,5,14,40,0,32,58558888
2947,4,23,46,0,38,57437833
2948,5,22,48,0,40,50881856
2949,4,16,39,1,27,01943547
2950,3,27,47,1,35,79977766
2951,7,26,58,1,46,69967686
2952,4,24,47,0,39,79759162
2953,5,30,56,0,48,42519856
2954,5,23,49,0,41,19399203
2955,4,19,42,1,30,94765528
2956,7,17,49,0,41,86785582
2957,3,16,36,0,28,70985488
2958,5,20,46,0,38,59807386
2959,3,28,48,0,40,09044758
2960,5,28,54,0,46,04480575
2961,4,24,47,0,39,75271007
2962,7,13,45,0,37,28617760
2963,3,26,46,1,34,42697316
2964,3,14,34,0,26,85092782
2965,7,20,52,0,44,18877798
2966,4,13,36,0,28,63538969
2967,5,25,51,0,43,79811772
2968,4,20,43,0,35,89471560
2969,5,23,49,0,41,48546208
2970,6,27,56,0,48,58099355
2971,5,17,43,0,35,89891721
2972,5,26,52,0,44,66158976
2973,4,25,48,1,36,89767393
2974,4,17,40,0,32,50103410
2975,5,30,56,0,48,90489832
2976,1,16,30,0,22,37648105
2977,6,22,51,0,43,85564134
2978,2,20,37,1,25,99155554
2979,6,30,59,0,51,07449639
2980,1,21,35,0,27,34889605
2981,6,25,54,0,46,76416357
2982,4,23,46,1,34,14626881
2983,5,19,45,0,37,15057722
2984,5,29,55,0,47,63120069
2985,4,29,52,0,44,29858105
2986,6,11,40,0,32,06349073
2987,5,12,38,0,30,87308365
2988,6,25,54,0,46,77485788
2989,2,20,37,1,25,51009808
2990,4,22,45,0,37,44831778
2991,5,29,55,0,47,24853245
2992,3,22,42,0,34,84449603
2993,7,22,54,0,46,09608386
2994,7,27,59,0,51,26876670
2995,3,20,40,0,32,29941475
2996,5,30,56,1,44,88366357
2997,4,16,39,0,31,09302641
2998,5,20,46,0,38,08980467
2999,4,11,34,0,26,04908813
3000,5,22,48,0,40,65888769
3001,6,22,51,0,43,45784699
3002,5,19,45,0,37,17795593
3003,7,19,51,0,43,86098127
3004,7,15,47,1,35,49968646
3005,2,21,38,0,30,04877717
3006,6,25,54,0,46,86992795
3007,5,16,42,1,30,49286739
3008,6,26,55,0,47,46217460
3009,5,15,41,0,33,76646991
3010,4,19,42,0,34,04625279
3011,8,24,59,0,51,68294853
3012,5,23,49,0,41,86757857
3013,6,16,45,0,37,86677665
3014,6,26,55,0,47,33561388
3015,5,22,48,0,40,51305553
3016,8,15,50,0,42,55860075
3017,4,27,50,0,42,03291597
3018,6,26,55,1,43,97658095
3019,4,28,51,0,43,84288660
3020,6,25,54,0,46,38347463
3021,5,17,43,0,35,97695799
3022,8,24,59,0,51,79957562
3023,4,19,42,0,34,01225947
3024,4,24,47,0,39,46593985
3025,8,15,50,0,42,79076618
3026,5,17,43,0,35,62952244
3027,6,23,52,0,44,64438774
3028,5,24,50,0,42,47565640
3029,6,21,50,0,42,99699484
3030,7,25,57,0,49,56689437
3031,1,18,32,0,24,52574797
3032,6,24,53,0,45,62469835
3033,5,19,45,0,37,97666335
3034,5,30,56,0,48,62878664
3035,6,11,40,0,32,48701361
3036,2,24,41,0,33,94189805
3037,7,21,53,0,45,56676774
3038,3,23,43,0,35,36753926
3039,7,27,59,1,47,48843509
3040,5,20,46,1,34,74861784
3041,6,22,51,0,43,49825876
3042,4,21,44,0,36,65255786
3043,8,23,58,0,50,55725793
3044,8,19,54,0,46,47709746
3045,4,20,43,0,35,30883841
3046,6,17,46,0,38,52657162
3047,5,26,52,0,44,69857943
3048,6,19,48,0,40,82794824
3049,5,18,44,0,36,75272694
3050,7,15,47,0,39,38555909
3051,7,16,48,0,40,78209217
3052,5,18,44,1,32,97556564
3053,6,26,55,0,47,69565584
3054,6,13,42,0,34,64255983
3055,5,25,51,1,39,09796265
3056,7,15,47,0,39,82969292
3057,2,26,43,0,35,74326555
3058,7,20,52,0,44,46845749
3059,3,17,37,0,29,66124342
3060,6,25,54,0,46,74294050
3061,5,26,52,0,44,56868934
3062,7,25,57,0,49,29404849
3063,1,20,34,0,26,42856857
3064,2,28,45,0,37,86633852
3065,7,16,48,0,40,17759883
3066,5,25,51,0,43,16902974
3067,6,26,55,0,47,59856762
3068,5,17,43,0,35,46647974
3069,6,19,48,0,40,96824809
3070,8,15,50,0,42,27496787
3071,4,20,43,0,35,58592519
3072,6,27,56,1,44,51855440
3073,5,21,47,0,39,62614757
3074,5,19,45,0,37,46415673
3075,6,17,46,0,38,87839947
3076,4,20,43,0,35,57622875
3077,8,24,59,0,51,48148847
3078,4,18,41,0,33,85261169
3079,6,25,54,1,42,43415999
3080,4,20,43,1,31,25232641
3081,8,24,59,0,51,96675325
3082,5,11,37,0,29,35959661
3083,6,30,59,0,51,55680483
3084,6,11,40,2,24,47160655
3085,5,22,48,1,36,57257076
3086,8,24,59,0,51,52789259
3087,4,25,48,0,40,41964465
3088,5,23,49,0,41,75741889
3089,4,20,43,0,35,91829599
3090,5,19,45,1,33,13384772
3091,6,16,45,1,33,21896467
3092,2,14,31,0,23,56547572
3093,7,22,54,0,46,46764464
3094,7,19,51,0,43,99704921
3095,5,21,47,0,39,63561087
3096,6,18,47,1,35,23986660
3097,5,17,43,0,35,50439379
3098,6,26,55,0,47,88472906
3099,5,22,48,0,40,39277972
3100,6,24,53,0,45,69550131
3101,5,17,43,0,35,09852852
3102,6,21,50,0,42,55309860
3103,4,25,48,0,40,60246597
3104,4,16,39,0,31,66243390
3105,5,13,39,0,31,56679487
3106,5,31,57,0,49,59265690
3107,6,20,49,1,37,68329276
3108,5,24,50,0,42,41885602
3109,6,25,54,1,42,30167044
3110,7,26,58,0,50,09914897
3111,3,28,48,0,40,34936507
3112,6,24,53,0,45,34863554
3113,5,16,42,0,34,05866558
3114,5,12,38,0,30,70196486
3115,6,30,59,0,51,60547576
3116,3,13,33,0,25,10815459
3117,7,13,45,0,37,62957988
3118,2,18,35,0,27,20186556
3119,7,18,50,0,42,97984465
3120,5,19,45,1,33,24349627
3121,6,19,48,0,40,99808886
3122,3,22,42,0,34,35673639
3123,7,16,48,0,40,19408588
3124,7,15,47,0,39,32279687
3125,3,14,34,0,26,38476804
3126,6,22,51,0,43,89858914
3127,5,25,51,0,43,54868279
3128,6,17,46,0,38,89794134
3129,5,26,52,0,44,39989098
3130,4,27,50,0,42,64940983
3131,4,23,46,0,38,56657584
3132,5,12,38,0,30,67362873
3133,6,18,47,0,39,65921476
3134,6,18,47,0,39,94071577
3135,5,23,49,1,37,40369522
3136,5,22,48,1,36,57766759
3137,4,21,44,1,32,06425625
3138,8,24,59,0,51,71538475
3139,4,20,43,0,35,66824169
3140,6,26,55,1,43,47515599
3141,5,17,43,0,35,72307720
3142,7,25,57,0,49,24317484
3143,3,11,31,1,19,91051560
3144,3,15,35,0,27,45481747
3145,7,22,54,0,46,49064092
3146,5,29,55,1,43,59504046
3147,6,23,52,0,44,02694786
3148,5,17,43,0,35,98529675
3149,6,28,57,0,49,26915567
3150,3,17,37,0,29,18051518
3151,4,22,45,0,37,37858124
3152,6,20,49,0,41,68468288
3153,5,18,44,0,36,56937159
3154,5,21,47,0,39,38814741
3155,6,20,49,2,33,67647604
3156,4,13,36,1,24,64280936
3157,7,21,53,0,45,57626897
3158,4,14,37,1,25,45066148
3159,8,22,57,0,49,27773576
3160,5,21,47,0,39,77305788
3161,6,17,46,0,38,66346096
3162,4,15,38,0,30,48453424
3163,6,18,47,0,39,26175598
3164,5,25,51,0,43,54067880
3165,4,18,41,0,33,49869792
3166,6,17,46,0,38,60495795
3167,5,20,46,0,38,06843787
3168,6,29,58,1,46,65567354
3169,5,26,52,0,44,79792431
3170,3,19,39,0,31,34707074
3171,7,23,55,0,47,95378653
3172,5,27,53,0,45,17869974
3173,6,20,49,0,41,18238851
3174,6,16,45,0,37,41682429
3175,5,24,50,0,42,18945765
3176,7,19,51,0,43,85774961
3177,3,19,39,0,31,52590947
3178,7,26,58,0,50,48469746
3179,2,22,39,1,27,98632785
3180,7,27,59,1,47,18486351
3181,3,27,47,0,39,64689789
3182,6,22,51,0,43,05764589
3183,5,24,50,0,42,75894428
3184,5,14,40,1,28,99824442
3185,6,13,42,0,34,22968516
3186,3,29,49,0,41,97350946
3187,7,19,51,0,43,10374994
3188,1,21,35,1,23,09610884
3189,7,20,52,0,44,07535816
3190,6,13,42,1,30,54771299
3191,5,22,48,0,40,23676164
3192,5,12,38,0,30,03949979
3193,4,28,51,0,43,75349466
3194,4,17,40,1,28,55655592
3195,6,25,54,0,46,09492035
3196,5,20,46,0,38,99939382
3197,6,24,53,0,45,46648613
3198,5,18,44,0,36,54095989
3199,6,18,47,0,39,54486570
3200,5,10,36,1,24,65758167
3201,6,30,59,0,51,24765635
3202,3,16,36,0,28,07530470
3203,7,14,46,0,38,02699767
3204,7,19,51,0,43,10579588
3205,3,19,39,0,31,38856850
3206,6,27,56,0,48,19564486
3207,5,18,44,0,36,57419493
3208,6,14,43,0,35,99597479
3209,5,21,47,0,39,17503799
3210,4,24,47,0,39,78566493
3211,5,28,54,0,46,39896591
3212,5,23,49,1,37,55857889
3213,6,23,52,0,44,45497685
3214,6,19,48,0,40,01189069
3215,5,25,51,1,39,94081247
3216,6,27,56,0,48,59630975
3217,4,11,34,1,22,90677188
3218,8,19,54,0,46,74535909
3219,4,13,36,1,24,95367096
3220,6,17,46,1,34,74868527
3221,5,24,50,0,42,25617005
3222,7,18,50,1,38,65695882
3223,4,28,51,0,43,95885091
3224,4,15,38,0,30,59985834
3225,2,26,43,0,35,64198342
3226,5,17,43,0,35,64828799
3227,6,25,54,0,46,45645607
3228,5,25,51,0,43,87400687
3229,6,15,44,0,36,85569686
3230,7,21,53,0,45,58052979
3231,3,26,46,0,38,46579478
3232,6,26,55,0,47,22243886
3233,5,11,37,0,29,55397783
3234,5,21,47,0,39,94779156
3235,6,19,48,0,40,61791897
3236,3,28,48,0,40,54029603
3237,7,27,59,1,47,36162876
3238,2,16,33,0,25,69399169
3239,7,18,50,0,42,98672896
3240,5,21,47,0,39,89789625
3241,6,16,45,0,37,64001063
3242,4,20,43,0,35,08846562
3243,8,13,48,0,40,16555870
3244,4,14,37,0,29,96158964
3245,4,24,47,0,39,19899666
3246,6,20,49,0,41,67149315
3247,5,23,49,0,41,83989718
3248,6,22,51,0,43,20850865
3249,5,16,42,0,34,42574794
3250,3,29,49,0,41,14048883
3251,7,15,47,0,39,85694795
3252,5,13,39,0,31,30564055
3253,6,27,56,0,48,79664107
3254,6,28,57,0,49,11759350
3255,5,25,51,0,43,95305975
3256,7,14,46,0,38,49742897
3257,3,18,38,1,26,72957690
3258,7,21,53,0,45,66719695
3259,2,23,40,1,28,35029390
3260,6,19,48,0,40,38714469
3261,5,19,45,0,37,66756588
3262,7,15,47,0,39,46358593
3263,3,21,41,1,29,00171941
3264,3,17,37,0,29,59122259
3265,7,17,49,0,41,79562506
3266,5,22,48,0,40,79589282
3267,6,21,50,0,42,30409938
3268,5,31,57,0,49,35624005
3269,6,16,45,1,33,67028569
3270,5,20,46,0,38,49178561
3271,4,26,49,0,41,96727368
3272,6,15,44,0,36,78255327
3273,5,23,49,0,41,15597296
3274,5,21,47,1,35,04696941
3275,6,18,47,0,39,69928936
3276,4,21,44,0,36,21057644
3277,6,21,50,0,42,71441536
3278,4,20,43,0,35,46873372
3279,8,17,52,2,36,38478645
3280,4,18,41,0,33,74839845
3281,6,20,49,0,41,60172491
3282,5,23,49,0,41,60559448
3283,6,25,54,0,46,93774733
3284,6,26,55,0,47,99859386
3285,5,15,41,0,33,34614768
3286,5,19,45,1,33,46735025
3287,4,26,49,0,41,36481599
3288,8,24,59,0,51,06951905
3289,4,17,40,0,32,39773182
3290,5,16,42,0,34,80115322
3291,6,15,44,1,32,58584691
3292,3,22,42,0,34,89289708
3293,7,21,53,0,45,43774961
3294,7,23,55,0,47,61747232
3295,3,15,35,0,27,93499567
3296,6,14,43,0,35,37162083
3297,5,21,47,0,39,79791054
3298,6,19,48,0,40,34667865
3299,5,26,52,1,40,33067575
3300,6,16,45,0,37,45269967
3301,5,20,46,0,38,32785088
3302,8,23,58,0,50,08892953
3303,4,25,48,0,40,92049103
3304,4,16,39,0,31,83092725
3305,8,23,58,0,50,66657776
3306,5,12,38,0,30,55624076
3307,6,27,56,0,48,47684931
3308,5,20,46,0,38,47958581
3309,6,22,51,0,43,99691616
3310,7,22,54,0,46,43753411
3311,6,27,56,0,48,56414986
3312,6,14,43,0,35,69350569
3313,5,14,40,0,32,44937928
3314,5,24,50,0,42,72689095
3315,6,16,45,0,37,85808579
3316,2,32,49,0,41,37388758
3317,7,17,49,1,37,19650474
3318,3,21,41,0,33,37833873
3319,7,27,59,0,51,88893051
3320,5,17,43,0,35,75727656
3321,6,16,45,0,37,86454491
3322,1,29,43,0,35,27887888
3323,7,21,53,0,45,84618056
3324,7,18,50,0,42,68066677
3325,2,25,42,0,34,94747650
3326,6,16,45,0,37,70687501
3327,5,20,46,0,38,17422149
3328,6,28,57,1,45,90866854
3329,5,19,45,0,37,67694982
3330,4,23,46,1,34,96597880
3331,8,10,45,0,37,95317798
3332,5,20,46,0,38,56892665
3333,6,19,48,1,36,89087192
3334,6,10,39,0,31,41679646
3335,5,20,46,0,38,55535677
3336,8,22,57,0,49,68561942
3337,4,31,54,0,46,65778913
3338,7,18,50,0,42,93887752
3339,4,16,39,0,31,29474948
3340,6,18,47,1,35,81894718
3341,5,21,47,0,39,14934641
3342,7,24,56,0,48,97987667
3343,4,25,48,0,40,42280675
3344,2,30,47,0,39,76912830
3345,7,26,58,0,50,85950552
3346,5,13,39,0,31,28993584
3347,6,30,59,0,51,69969057
3348,5,24,50,0,42,76113216
3349,6,11,40,1,28,41160664
3350,8,23,58,0,50,44751595
3351,4,29,52,1,40,26782374
3352,6,26,55,0,47,74778215
3353,5,26,52,0,44,99765636
3354,5,31,57,0,49,64335878
3355,6,21,50,0,42,95487103
3356,4,17,40,0,32,45935175
3357,8,22,57,0,49,46559788
3358,4,25,48,1,36,05992867
3359,8,19,54,0,46,61801719
3360,5,16,42,0,34,75016690
3361,6,19,48,0,40,48678318
3362,4,21,44,0,36,44556814
3363,8,19,54,0,46,75764314
3364,8,24,59,1,47,15903448
3365,4,18,41,0,33,64172496
3366,6,24,53,0,45,74986250
3367,5,23,49,0,41,41047266
3368,6,21,50,0,42,89347278
3369,5,12,38,0,30,84592251
3370,1,18,32,0,24,17451661
3371,7,26,58,0,50,14455789
3372,5,22,48,0,40,58668665
3373,6,18,47,0,39,88597755
3374,6,13,42,0,34,55026546
3375,5,16,42,1,30,98799625
3376,7,21,53,0,45,12754048
3377,2,19,36,1,24,06479240
3378,7,15,47,0,39,54950454
3379,3,20,40,0,32,89572194
3380,7,15,47,1,35,28093326
3381,2,21,38,0,30,65685041
3382,6,21,50,0,42,44587133
3383,5,19,45,0,37,60154666
3384,5,24,50,1,38,47399784
3385,6,20,49,0,41,18759657
3386,6,18,47,0,39,84654703
3387,7,18,50,1,38,72674247
3388,3,20,40,0,32,75959862
3389,7,11,43,0,35,17567845
3390,6,27,56,0,48,94866776
3391,5,26,52,0,44,55790851
3392,8,12,47,1,35,34784954
3393,4,24,47,0,39,24652239
3394,4,12,35,0,27,59798657
3395,8,23,58,0,50,87728492
3396,5,17,43,0,35,26991487
3397,6,26,55,0,47,49910621
3398,5,16,42,0,34,73684987
3399,6,23,52,0,44,65776551
3400,5,14,40,0,32,87176975
3401,6,26,55,0,47,49749055
3402,4,27,50,0,42,39346887
3403,2,31,48,0,40,96889019
3404,7,18,50,0,42,47985755
3405,4,23,46,0,38,81371894
3406,6,10,39,0,31,97529979
3407,5,23,49,0,41,59842785
3408,6,25,54,0,46,65148759
3409,5,12,38,0,30,47390338
3410,3,17,37,0,29,15946517
3411,7,11,43,0,35,87531719
3412,5,15,41,1,29,79556485
3413,6,28,57,0,49,99258476
3414,6,28,57,0,49,38796953
3415,5,20,46,0,38,35838573
3416,7,26,58,0,50,04516849
3417,3,19,39,0,31,77848079
3418,7,19,51,1,39,68853485
3419,7,21,53,0,45,71548725
3420,6,25,54,1,42,69911468
3421,5,28,54,0,46,49560147
3422,7,22,54,0,46,62999629
3423,3,17,37,0,29,69887546
3424,3,13,33,0,25,66878685
3425,7,11,43,0,35,34868150
3426,5,21,47,0,39,28875071
3427,6,19,48,1,36,58460844
3428,5,12,38,0,30,56874528
3429,6,16,45,0,37,59804844
3430,6,25,54,0,46,47506855
3431,4,29,52,1,40,28087865
3432,6,21,50,0,42,42953253
3433,5,24,50,1,38,95924821
3434,5,31,57,1,45,85492126
3435,6,18,47,0,39,78944594
3436,4,23,46,0,38,16568085
3437,5,11,37,0,29,66844394
3438,4,20,43,1,31,96848139
3439,8,17,52,0,44,93241869
3440,5,22,48,0,40,78535494
3441,6,16,45,0,37,62590966
3442,3,16,36,0,28,24782166
3443,7,27,59,0,51,76695598
3444,7,27,59,1,47,89811305
3445,3,25,45,0,37,66922461
3446,6,23,52,1,40,62503396
3447,5,15,41,0,33,89969893
3448,6,21,50,1,38,33990885
3449,5,23,49,0,41,54090896
3450,4,15,38,0,30,42096167
3451,6,13,42,0,34,19587023
3452,5,15,41,0,33,91346744
3453,6,19,48,0,40,93466591
3454,6,21,50,0,42,44148929
3455,5,12,38,0,30,92219958
3456,5,26,52,0,44,18887069
3457,4,22,45,0,37,99386830
3458,8,24,59,0,51,97705247
3459,4,20,43,0,35,89051546
3460,6,21,50,0,42,69249801
3461,5,11,37,0,29,19775192
3462,4,25,48,0,40,54786848
3463,4,19,42,0,34,64552898
3464,4,24,47,0,39,29769750
3465,8,21,56,1,44,23555577
3466,5,17,43,0,35,38879404
3467,6,12,41,0,33,67173740
3468,5,18,44,0,36,79418985
3469,6,14,43,0,35,74735858
3470,7,22,54,0,46,76457199
3471,3,23,43,0,35,42709816
3472,6,18,47,0,39,80652996
3473,5,21,47,0,39,77155657
3474,5,23,49,1,37,17282403
3475,6,14,43,0,35,76548666
3476,3,23,43,0,35,57969045
3477,7,27,59,0,51,71779992
3478,1,21,35,0,27,37513635
3479,7,18,50,0,42,27715767
3480,3,16,36,1,24,73454944
3481,7,21,53,0,45,61917590
3482,5,22,48,0,40,29561695
3483,6,30,59,0,51,74740907
3484,6,14,43,0,35,56085588
3485,5,20,46,0,38,70314666
3486,7,10,42,0,34,56919838
3487,3,17,37,0,29,84864988
3488,7,13,45,0,37,35075474
3489,2,15,32,0,24,01869089
3490,5,20,46,0,38,17525137
3491,6,19,48,0,40,29496966
3492,4,19,42,0,34,47349258
3493,8,24,59,0,51,68857081
3494,4,25,48,0,40,97712501
3495,4,18,41,0,33,53324899
3496,6,24,53,0,45,81881695
3497,5,24,50,0,42,81864690
3498,6,17,46,0,38,47768465
3499,5,26,52,1,40,46571755
3500,6,18,47,0,39,94580437
3501,5,26,52,1,40,69797721
3502,7,20,52,0,44,67472165
3503,2,26,43,0,35,58229314
3504,1,23,37,1,25,78788822
